cmty_name_lj,cmty_name,sp_distance,district_name,city_name
东兰兴城(东兰新村),东兰新村,85,闵行区,上海市
东兰兴城(东兰新村),东兰兴城惠兰苑,145,闵行区,上海市
东兰兴城(木兰苑),东兰兴城木兰苑,4,闵行区,上海市
东兰兴城(木兰苑),东兰兴城蕙兰苑,190,闵行区,上海市
东川路2817弄,东川苑,53,闵行区,上海市
东苑古龙城(公寓),东苑古龙城(古龙郦都别墅),103,闵行区,上海市
东苑古龙城(公寓),东苑古龙城古龙尚居,290,闵行区,上海市
东苑古龙城(公寓),东苑古龙城(古龙郦都公寓),164,闵行区,上海市
东苑古龙城(公寓),东苑古龙城(一期公寓),158,闵行区,上海市
东苑古龙城(别墅),东苑古龙城(古龙郦都公寓),192,闵行区,上海市
东苑古龙城(别墅),东苑古龙城,89,闵行区,上海市
东苑绿世界花园(一期),莲蒲花苑,81,闵行区,上海市
东苑绿世界花园(一期),莲浦花苑,38,闵行区,上海市
东苑绿世界花园(三期),东苑绿世界三期,99,闵行区,上海市
东苑绿世界花园(二期),东苑绿世界花园(北区),68,闵行区,上海市
中华美路5弄,中华美路5弄小区,3,闵行区,上海市
中华美路5弄,中华美路60弄小区,143,闵行区,上海市
丽华公寓(公寓),水清路539弄,152,闵行区,上海市
丽华公寓(公寓),水清路539弄小区,149,闵行区,上海市
丽宾小区,丽宾高层住宅,8,闵行区,上海市
众众德尚世嘉(别墅),都市府邸(公寓),69,闵行区,上海市
保利茉莉公馆三期,保利茉莉公馆,4,闵行区,上海市
保利茉莉公馆三期,保利茉莉公馆(一期别墅),6,闵行区,上海市
保利茉莉公馆三期,浦江华侨城(四期别墅),458,闵行区,上海市
保利茉莉公馆三期,保利茉莉公馆(二期别墅),179,闵行区,上海市
保利茉莉公馆三期,保利茉莉公馆二期,179,闵行区,上海市
保利茉莉公馆三期,保利茉莉公馆(一期公寓),88,闵行区,上海市
公园天下,莘纪苑小区,31,闵行区,上海市
公园天下,公园天下莘纪苑,217,闵行区,上海市
公园天下,莘西南路122弄,91,闵行区,上海市
公园天下,莘纪苑,32,闵行区,上海市
凯德林茵湖畔(公寓),林茵湖畔园东区(别墅),104,闵行区,上海市
凯德林茵湖畔(公寓),林茵湖畔园东区(公寓),100,闵行区,上海市
凯德林茵湖畔(别墅),林茵湖畔园西区(公寓),46,闵行区,上海市
北翟路5117号,共建小区(西区),53,闵行区,上海市
北翟路5117号,颖上酒店公寓,458,闵行区,上海市
北翟路5117号,西华美路小区,103,闵行区,上海市
华侨城loft,浦锦路1266号华侨城loft公寓,104,闵行区,上海市
华侨城loft,华侨城四期,152,闵行区,上海市
华侨城loft,华侨城OLOFT,75,闵行区,上海市
华城广场,中友家园,234,闵行区,上海市
华城广场,中友嘉园,190,闵行区,上海市
华城广场,同济华城,46,闵行区,上海市
华夏茗苑(二期),七宝后街公寓,75,闵行区,上海市
华夏茗苑(二期),江南御府,55,闵行区,上海市
华江二村,华二小区,32,闵行区,上海市
华江二村,星河景苑,197,闵行区,上海市
华江二村,华坪公寓,41,闵行区,上海市
华江二村,新闵路557号小区,234,闵行区,上海市
华江二村,新西街82弄小区,234,闵行区,上海市
南北大街194号,新闵路573号小区,86,闵行区,上海市
南北大街194号,南北大街122弄小区,38,闵行区,上海市
南北大街194号,新闵路557号小区,70,闵行区,上海市
古北虹苑,古北恒盛苑,76,闵行区,上海市
同济融创玫瑰公馆,同济华城,49,闵行区,上海市
同济融创玫瑰公馆,创客e家,234,闵行区,上海市
同盛豪园,平阳绿家园,197,闵行区,上海市
名都古北,伊犁苑,354,闵行区,上海市
名都城(公寓),颐园别墅,458,闵行区,上海市
君临天下(别墅),君临天下花园(公寓),101,闵行区,上海市
君临天下(别墅),君临天下花园(别墅),113,闵行区,上海市
君临天下(别墅),君临天下花园,113,闵行区,上海市
和润家园(公寓),和润家园别墅,54,闵行区,上海市
和润家园(公寓),和润家园,7,闵行区,上海市
和润家园(公寓),99优客,80,闵行区,上海市
和润家园(别墅),和润家园别墅,1,闵行区,上海市
嘉怡水岸(商业类),永北小区,88,闵行区,上海市
复地北桥城(都市路388弄)(公寓),骏苑三期,101,闵行区,上海市
复地北桥城(都市路388弄)(公寓),骏苑(三期),101,闵行区,上海市
复地北桥城(都市路388弄)(公寓),金阳路116弄骏苑三期,101,闵行区,上海市
复地北桥城(都市路388弄）(别墅),复地北桥城(东区公寓),192,闵行区,上海市
复地北桥城(都市路399弄)(公寓),都市公寓金阳路店,74,闵行区,上海市
复地北桥城(都市路399弄)(别墅),复地北桥城(西区别墅),190,闵行区,上海市
大上海国际花园七区,大上海国际花园酒店式公寓,119,闵行区,上海市
大上海国际花园七区,大上海国际花园京都园,34,闵行区,上海市
大上海国际花园七区,大上海国际花园桃花园,458,闵行区,上海市
大上海国际花园七区,大上海国际花园里昂园,197,闵行区,上海市
大上海国际花园七区,大上海国际花园（五区）,127,闵行区,上海市
大上海国际花园三区,大上海国际花园伦敦园,136,闵行区,上海市
大上海国际花园三区,大上海国际花园樱花园,85,闵行区,上海市
大上海国际花园三区,大上海国际花园伊甸园,141,闵行区,上海市
大上海国际花园三区,大上海国际花园桃花园,20,闵行区,上海市
大上海国际花园三区,大上海国际花园（四区）,97,闵行区,上海市
大上海国际花园三区,大上海国际花园乔亨园,290,闵行区,上海市
大上海国际花园五区,大上海国际花园（十七区）,217,闵行区,上海市
大上海国际花园五区,大上海国际花园罗马园,58,闵行区,上海市
大上海国际花园五区,静安新城六区,169,闵行区,上海市
大上海国际花园五区,大上海国际花园伦敦园,7,闵行区,上海市
大上海国际花园十五区,大上海国际花园巴黎园,169,闵行区,上海市
大上海国际花园十五区,大上海国际花园（六区）,41,闵行区,上海市
大上海国际花园十五区,大上海国际花园（八区）,109,闵行区,上海市
大上海国际花园十区,大上海国际花园（十七区）,149,闵行区,上海市
大上海国际花园十区,大上海国际花园亦园(别墅),234,闵行区,上海市
大上海国际花园十区,大上海国际花园（十区）,190,闵行区,上海市
大上海国际花园十区,大上海国际花园（五区）,190,闵行区,上海市
大上海国际花园十区,大上海国际花园米兰园,101,闵行区,上海市
大上海国际花园十区,大上海国际马赛园,107,闵行区,上海市
大上海国际花园十区,大上海国际花园雅典园,124,闵行区,上海市
大上海国际花园十区,大上海国际花园巴黎园,122,闵行区,上海市
大上海国际花园十区,大上海国际花园侨亨园,104,闵行区,上海市
大上海国际花园十区,大上海国际花园京都园,240,闵行区,上海市
大上海国际花园十区,大上海国际花园乔亨园,72,闵行区,上海市
大上海国际花园酒店公寓,静安花苑,164,闵行区,上海市
大上海国际花园酒店公寓,静安花苑(二),240,闵行区,上海市
大上海国际花园酒店公寓,大上海国际花园酒店式公寓,24,闵行区,上海市
大虹桥国际,大虹桥国际公馆,4,闵行区,上海市
大都会高尔夫和风(别墅),大都会(别墅),51,闵行区,上海市
天星路240弄,昆阳路570弄,354,闵行区,上海市
天星路240弄,天星苑,221,闵行区,上海市
天星路242弄,福缘公寓,419,闵行区,上海市
好世樱园,好世樱园(北区),79,闵行区,上海市
好第坊(公寓),北欧丽景,103,闵行区,上海市
好第坊(公寓),三明小区,104,闵行区,上海市
好第坊(公寓),好第坊,136,闵行区,上海市
宾川路380弄,申隆公寓,73,闵行区,上海市
宾川路380弄,汽轮三村,127,闵行区,上海市
富丽公寓(东区),富丽公寓,30,闵行区,上海市
富力虹桥十号,爱博家园,85,闵行区,上海市
富岩路335弄,富岩路328弄小区,179,闵行区,上海市
富岩路335弄,敬南苑,42,闵行区,上海市
富林苑(一期),东湖花园,122,闵行区,上海市
富林苑(一期),富林苑,164,闵行区,上海市
富林苑(三期),富林苑,164,闵行区,上海市
富林苑(三期),东湖花园,122,闵行区,上海市
富林苑(二期),东湖花园,122,闵行区,上海市
富林苑(二期),富林苑,164,闵行区,上海市
康乐花园(闵行),富仕名邸(西区),148,闵行区,上海市
康乐花园(闵行),富仕名邸(东区),165,闵行区,上海市
康乐花园(闵行),康乐花园,86,闵行区,上海市
建设路39弄,建设路11弄小区,100,闵行区,上海市
建设路39弄,建设路39弄小区,5,闵行区,上海市
恒基旭辉中心(公寓),中骏广场,152,闵行区,上海市
恒盛苑,古北恒盛苑,136,闵行区,上海市
振宏小区,东方明珠公寓,70,闵行区,上海市
摩登堂,碧林湾摩登堂,58,闵行区,上海市
摩登堂,碧林湾(别墅),85,闵行区,上海市
放鹤路2600号,上良小区,240,闵行区,上海市
新东苑国际酒店式公寓,臻果国际,127,闵行区,上海市
新浦江城（四期）,浦锦路1266号华侨城loft公寓,164,闵行区,上海市
新浦江城（四期）,浦江华侨城(四期别墅),96,闵行区,上海市
新浦江城(江栀路350弄),华侨城二期,85,闵行区,上海市
新浦江城(江栀路350弄),华侨城。,85,闵行区,上海市
新浦江城(江栀路350弄),华侨城3期,105,闵行区,上海市
新浦江城(江栀路500弄),浦江华侨城二期,143,闵行区,上海市
新浦江城(江栀路500弄),浦江华侨城(二期),419,闵行区,上海市
新浦江城(江栀路500弄),浦江华侨城& #40;二期& #41;,419,闵行区,上海市
新浦江城(江栀路500弄),华侨城二期,141,闵行区,上海市
新浦江城(江栀路500弄),华侨城。,141,闵行区,上海市
新浦江城(江桦路200弄),浦江华侨城(一期别墅),109,闵行区,上海市
新浦江城(江桦路400弄),浦江华侨城(一期),205,闵行区,上海市
新浦江城(江桦路400弄),浦江华侨城& #40;一期& #41;,205,闵行区,上海市
新浦江城(浦申路1288弄),新浦江城,221,闵行区,上海市
新浦江城(浦申路1288弄),华侨城三期,120,闵行区,上海市
新浦江城(浦锦路1658弄),浦江华侨城(二期),104,闵行区,上海市
新浦江城(浦锦路1658弄),浦江华侨城& #40;二期& #41;,104,闵行区,上海市
新浦江城(浦驰路1336弄),浦江华侨城(八期),127,闵行区,上海市
新浦江城(浦驰路1336弄),华侨城八期,113,闵行区,上海市
新浦江城(浦驰路1809弄),浦江华侨城(二期公寓),158,闵行区,上海市
新闵路573号,新闵路573号小区,6,闵行区,上海市
新闵路573号,南北大街122弄小区,105,闵行区,上海市
新闵路573号,高华小区,145,闵行区,上海市
明申花园(公寓),旅专小区,145,闵行区,上海市
明申花园(公寓),翡翠名都,458,闵行区,上海市
明申花园(公寓),明申花园,149,闵行区,上海市
沧源小区,三明花园,127,闵行区,上海市
浦江坤庭—璞御,坤庭别墅,49,闵行区,上海市
浦江坤庭—璞御,浦江坤庭璞御(别墅),0,闵行区,上海市
浦江坤庭—紫郡,浦江坤庭紫郡,9,闵行区,上海市
浦江坤庭—翠御,坤庭别墅,49,闵行区,上海市
浦江坤庭—翠御,浦江坤庭璞御(别墅),0,闵行区,上海市
浦江宝邸北区,浦江宝坻（测试）,152,闵行区,上海市
浦江宝邸北区,求职公寓73号楼,75,闵行区,上海市
浦江宝邸北区,浦江宝坻,68,闵行区,上海市
浦江宝邸北区,浦江宝邸,169,闵行区,上海市
浦江瑞和城柒街区,浦江镇16弄,240,闵行区,上海市
浦江瑞和城柒街区,浦江瑞和城7街区,30,闵行区,上海市
浦江瑞和城陆街区（南）,汇秋路与鲁浩路交叉口,107,闵行区,上海市
浦江瑞和城陆街区（南）,浦江瑞和城陆街区16弄,107,闵行区,上海市
浦江瑞和城陆街区（南）,瑞和城陆街区,107,闵行区,上海市
浦江瑞和城陆街区（南）,汇秋路16弄,107,闵行区,上海市
浦江瑞和城陆街区（南）,浦江镇16弄,38,闵行区,上海市
浦江瑞和城陆街区（南）,16弄,81,闵行区,上海市
浦江瑞和城陆街区（南）,16弄,76,闵行区,上海市
浦江红星国际广场(商业类),浦江红星国际广场,240,闵行区,上海市
浦江红星国际广场(商业类),华鹏国际公寓,25,闵行区,上海市
浦江红星国际广场(商业类),世博家园2,32,闵行区,上海市
浦江红星国际广场(商业类),旭辉浦江国际41幢,153,闵行区,上海市
浦江红星国际广场(商业类),柚米国际社区,80,闵行区,上海市
浦江红星国际广场(商业类),浦江世博家园十三街坊,458,闵行区,上海市
浦江颐城(公寓),江颐城,169,闵行区,上海市
浦江颐城(公寓),邵醇公寓,73,闵行区,上海市
浦江颐城(公寓),华侨城一期,141,闵行区,上海市
浦江颐城(公寓),浦江颐城(一期公寓),38,闵行区,上海市
浦江颐城(公寓),浦江颐城,136,闵行区,上海市
浦江颐城(公寓),浦江颐城(一期别墅),26,闵行区,上海市
浦江颐城(别墅),浦江尚苑,14,闵行区,上海市
浦江颐城(别墅),蜂巢公寓,221,闵行区,上海市
浦江颐城(别墅),浦江颐城尚院,107,闵行区,上海市
浦江颐城(别墅),青苹果公寓,89,闵行区,上海市
浦秀路750弄,景舒苑东五村,89,闵行区,上海市
浦秀路750弄,浦秀馨苑,14,闵行区,上海市
浦秀路750弄,景舒苑西五村,120,闵行区,上海市
浦秀路750弄,景舒苑五村(东区),105,闵行区,上海市
浦锦路1306号,浦锦路1266号华侨城loft公寓,58,闵行区,上海市
浦锦路1306号,浦江华侨城(四期公寓),169,闵行区,上海市
湖山在望,湖山在望花园,75,闵行区,上海市
环镇南路89号,虹梅路2669弄,169,闵行区,上海市
环镇南路89号,虹梅小区,205,闵行区,上海市
环镇南路89号,苹果园(公寓),240,闵行区,上海市
环镇南路89号,环镇西路41弄,197,闵行区,上海市
环镇南路89号,环镇南路93号,51,闵行区,上海市
环镇南路89号,环镇西路41弄小区,165,闵行区,上海市
环镇南路89号,永兆豪庭,290,闵行区,上海市
环镇南路89号,虹兴苑小区,80,闵行区,上海市
瑞丽路22弄,瑞丽路35弄小区,64,闵行区,上海市
瑞丽路22弄,申隆公寓,127,闵行区,上海市
瑞丽路22弄,电机一村,29,闵行区,上海市
瑞和华苑北区,江航南路801弄,25,闵行区,上海市
瑞和华苑北区,瑞和华苑(北区),354,闵行区,上海市
瑞和华苑北区,瑞和华苑,8,闵行区,上海市
瑞和新苑江航路60弄,瑞和新苑(南区),27,闵行区,上海市
瑞和新苑浦涛路399弄,瑞和新苑& #40;北区& #41;,149,闵行区,上海市
瑞和新苑浦涛路399弄,瑞和新苑(北区),149,闵行区,上海市
瑞和新苑浦涛路399弄,江航路60弄,197,闵行区,上海市
瑞和新苑浦涛路399弄,瑞和新苑,148,闵行区,上海市
瑞和新苑浦涛路399弄,瑞和新苑北区,91,闵行区,上海市
电机一二村,丽宾高层住宅,80,闵行区,上海市
电机一二村,电机一村,159,闵行区,上海市
电机一二村,瑞丽路35弄小区,192,闵行区,上海市
电机一二村,电机二村,97,闵行区,上海市
电机一二村,申隆公寓,190,闵行区,上海市
碧林湾南苑(华友路260弄),碧琳湾西区,40,闵行区,上海市
碧林湾南苑(华友路260弄),华友路260弄25号,76,闵行区,上海市
碧林湾南苑(华友路260弄),RD公寓,107,闵行区,上海市
碧林湾南苑(华友路260弄),碧林湾南苑(西区),69,闵行区,上海市
碧林湾南苑(华友路260弄),碧林湾南苑& #40;西区& #41;,69,闵行区,上海市
碧林湾南苑(华友路260弄),碧林湾南苑260,70,闵行区,上海市
紫竹半岛花园,紫竹半岛,240,闵行区,上海市
红庐雅颂别墅,裕丰小区,148,闵行区,上海市
红庐雅颂别墅,富岩路335弄小区,290,闵行区,上海市
纪翟路20号,紫薇二村,83,闵行区,上海市
纪翟路20号,纪翟路14号小区,96,闵行区,上海市
绿地旭辉e天地,旭辉E天地,52,闵行区,上海市
绿地旭辉e天地,绿地旭辉E天地,127,闵行区,上海市
绿梅公寓(莘凌路241弄),绿梅公寓,4,闵行区,上海市
绿梅别墅(公寓),绿梅别墅,7,闵行区,上海市
绿野香洲(别墅),万泰花园,165,闵行区,上海市
臻园(公寓)(闵行),东方明珠公寓,217,闵行区,上海市
航东路750弄,沪江园区,63,闵行区,上海市
航东路750弄,虹桥旺金苑,141,闵行区,上海市
航华二村嘉丰公寓,航华二村一街坊,73,闵行区,上海市
航华二村驰骋小区,航华二村三街坊,68,闵行区,上海市
航华二村驰骋小区,信利苑(航华二村三街坊),127,闵行区,上海市
花语墅别墅,花语墅盈嘉园,41,闵行区,上海市
花语墅别墅,名门世家,234,闵行区,上海市
莘东两湾新苑,莘空间家园,120,闵行区,上海市
莘东两湾新苑,莘南花苑一街坊,27,闵行区,上海市
莘东两湾新苑,新空间家园,169,闵行区,上海市
莘沥路18弄,东苑锦都花园,221,闵行区,上海市
莘沥路18弄,莘沥路20弄小区,4,闵行区,上海市
莘沥路18弄,莘沥路18弄小区,44,闵行区,上海市
莘浜路157弄,莘建一村,152,闵行区,上海市
莘浜路157弄,西街317弄,221,闵行区,上海市
莘浜路157弄,莘浜路217弄小区,69,闵行区,上海市
莘浜路157弄,莘南路102号小区,83,闵行区,上海市
莘浜路157弄,莘浜路157弄小区,66,闵行区,上海市
莘浜路157弄,东苑半岛花园,136,闵行区,上海市
莘浜路157弄,莘浜路285弄小区,149,闵行区,上海市
莘浜路157弄,莘东路12弄小区,109,闵行区,上海市
莘浜路341弄,莘建路230弄小区,113,闵行区,上海市
莘浜路341弄,莘西路162弄小区,46,闵行区,上海市
莘浜路341弄,莘西路122弄,107,闵行区,上海市
莘浜路341弄,莘西路421弄小区,101,闵行区,上海市
莘浜路341弄,莘西路138弄小区,68,闵行区,上海市
莘浜路341弄,莘建路60弄小区,38,闵行区,上海市
莘浜路341弄,西街317弄,153,闵行区,上海市
莘浜路341弄,莘浜路351弄小区,29,闵行区,上海市
莲浦府邸(公寓),莲浦府邸二期,19,闵行区,上海市
莲浦府邸(公寓),莲浦府邸(西区别墅),109,闵行区,上海市
莲浦府邸(公寓),苏荷贝塔公寓（七宝店）,81,闵行区,上海市
莲浦府邸(公寓),莲浦府邸,107,闵行区,上海市
莲浦府邸(公寓),廖花汀花园,419,闵行区,上海市
莲浦府邸(公寓),莲浦府邸(西区公寓),132,闵行区,上海市
莲浦府邸(别墅),苏荷贝塔公寓（七宝店）,124,闵行区,上海市
莲浦府邸(别墅),莲浦府邸,153,闵行区,上海市
莲浦府邸(别墅),莲浦府邸(东区公寓),41,闵行区,上海市
莲浦府邸(别墅),莲浦府邸(西区公寓),179,闵行区,上海市
莲浦府邸(别墅),莲浦府邸& #40;东区公寓& #41;,41,闵行区,上海市
蓝色港湾(公寓),富嘉花园,64,闵行区,上海市
蓝色港湾(公寓),新时代富嘉花园,152,闵行区,上海市
蓝色港湾(别墅),新时代富嘉花园,158,闵行区,上海市
蓝色港湾(别墅),蓝色港湾,145,闵行区,上海市
蓝色港湾(别墅),富嘉花园,143,闵行区,上海市
蔷薇新村,晶格公寓,169,闵行区,上海市
蔷薇新村,平安大酒店,169,闵行区,上海市
虹梅路2806弄,吴中路940弄,458,闵行区,上海市
虹梅路2806弄,虹梅路2800弄,120,闵行区,上海市
虹梅路2806弄,虹六小区,120,闵行区,上海市
虹梅路2806弄,虹梅路2806弄小区,9,闵行区,上海市
虹梅路2806弄,城家公寓上海晶典苑店,75,闵行区,上海市
虹梅路2806弄,东苑怡和苑,136,闵行区,上海市
虹梅路2806弄,虹桥首席,153,闵行区,上海市
虹鹿花苑,虹鹿花苑第二公寓,5,闵行区,上海市
虹鹿花苑,奥森花苑,63,闵行区,上海市
西郊景平苑,景平苑,98,闵行区,上海市
都市宜家苑,普乐三村,107,闵行区,上海市
金泉苑(闵行),红春一公寓,120,闵行区,上海市
金泉苑(闵行),金泉苑,105,闵行区,上海市
银都新村(1至7区),银都新村(1-7区),217,闵行区,上海市
银都新村(1至7区),银都苑,159,闵行区,上海市
银都新村(8至10区),银都新村,16,闵行区,上海市
银都新村(8至10区),银都九村,70,闵行区,上海市
银都新村(8至10区),银都新村(1-7区),107,闵行区,上海市
锦乐馨苑东苑,申安苑,107,闵行区,上海市
锦乐馨苑东苑,锦乐馨苑(西区),66,闵行区,上海市
锦乐馨苑东苑,锦乐馨苑(东区),127,闵行区,上海市
锦乐馨苑东苑,锦乐馨苑,80,闵行区,上海市
锦乐馨苑东苑,森安苑,68,闵行区,上海市
锦绣江南(一期),金斯花园,234,闵行区,上海市
锦绣江南三期(公寓),陶然居,234,闵行区,上海市
锦绣江南三期(公寓),锦绣江南一期,221,闵行区,上海市
锦绣江南三期(公寓),怡然居,217,闵行区,上海市
锦绣江南三期(公寓),锦绣江南三期,20,闵行区,上海市
锦绣江南(二期),锦绣江南三期,132,闵行区,上海市
锦绣江南(二期),loft公寓,290,闵行区,上海市
锦绣江南五期(公寓),明泉璞院(公寓),97,闵行区,上海市
锦绣江南五期(别墅),明泉璞院(公寓),159,闵行区,上海市
锦绣江南五期(别墅),明泉璞院,88,闵行区,上海市
锦绣江南(四期),锦绣江南耕读园,24,闵行区,上海市
锦绣江南(四期),锦绣江南四期,14,闵行区,上海市
长寿新村(闵行),长寿新村,169,闵行区,上海市
长寿新村(闵行),朵拉公寓,290,闵行区,上海市
长寿新村(闵行),东苑半岛花园,165,闵行区,上海市
长寿新村(闵行),银星大厦,40,闵行区,上海市
长寿新村(闵行),长寿新村闵行,458,闵行区,上海市
长寿新村(闵行),溢发公寓,49,闵行区,上海市
长寿新村(闵行),康玫公寓,354,闵行区,上海市
闵浦新苑三村东区,闵浦二村,221,闵行区,上海市
闵浦新苑三村东区,闵浦三村东,64,闵行区,上海市
闵浦新苑三村东区,闵浦新苑三村(东区),16,闵行区,上海市
闵浦新苑三村东区,闵浦花苑四村,234,闵行区,上海市
闵浦新苑三村东区,闵浦新苑三村,51,闵行区,上海市
闵行花园,闵行花园(别墅),12,闵行区,上海市
闵行花园,汽轮小区,205,闵行区,上海市
闵行花园,瑞丽新村,100,闵行区,上海市
陆家嘴红醍半岛(公寓),红醍半岛(别墅),124,闵行区,上海市
陆家嘴红醍半岛(别墅),红醍半岛(别墅),124,闵行区,上海市
陈南路418弄,陈行一村,122,闵行区,上海市
雅致公寓(莘庄),水清二村,290,闵行区,上海市
雅致公寓(莘庄),雅致公寓,66,闵行区,上海市
雍华府(公寓),招商雍华府,153,闵行区,上海市
雍华府(别墅),招商雍华苑(公寓),119,闵行区,上海市
雍华府(别墅),都市府邸(公寓),419,闵行区,上海市
青年路244号,青年路244号小区,16,闵行区,上海市
青年路244号,白浪新村,148,闵行区,上海市
青年路244号,白领公寓（国韵宾馆店）,234,闵行区,上海市
青年路244号,青年路231号,25,闵行区,上海市
青年路244号,七宝老街,53,闵行区,上海市
青年路244号,北东塘滩20号,52,闵行区,上海市
青年路277号,马桥西街小区,290,闵行区,上海市
青杉路200弄,青杉路200弄小区,10,闵行区,上海市
青杉路200弄,俊领国际,72,闵行区,上海市
青杉路200弄,龙柏四季花园,197,闵行区,上海市
骏苑(二期),骏苑,24,闵行区,上海市
骏苑(二期),骏苑二期,76,闵行区,上海市
骏苑(二期),都市公寓金阳路店,143,闵行区,上海市
龙吴路5599弄,通海二小区,44,闵行区,上海市
龙盛国际商业广场(商业类),好世樱园(北区),419,闵行区,上海市
龙盛国际商业广场(商业类),龙盛国际广场,98,闵行区,上海市
龙盛国际商业广场(商业类),龙盛国际商业广场,96,闵行区,上海市
龙盛国际商业广场(商业类),龙盛商业广场,54,闵行区,上海市
万寿新村(青浦),万寿新村七区,52,青浦区,上海市
万寿新村(青浦),万寿新村(玫瑰园),81,青浦区,上海市
万科尚景苑(公寓),康浦景苑,82,青浦区,上海市
万科尚景苑(公寓),康博佳苑,109,青浦区,上海市
东方庭院(别墅),东方庭院,81,青浦区,上海市
中信泰富朱家角新城(公寓),绿洲江南园,936,青浦区,上海市
中信泰富朱家角新城(公寓),中信泰富朱家角新城鸿玺郡,128,青浦区,上海市
中信泰富朱家角新城(公寓),中信泰富朱家角新城文苑(别墅),139,青浦区,上海市
中信泰富朱家角新城(公寓),中信泰富朱家角新城文苑(公寓),202,青浦区,上海市
中信泰富朱家角新城(别墅),中信泰富朱家角新城文苑(公寓),118,青浦区,上海市
中信泰富朱家角新城(别墅),中信泰富朱家角新城悦湖郡(别墅),192,青浦区,上海市
九溪十八岛(一期),西郊九溪十八岛,38,青浦区,上海市
五浦汇c区顾会庭,青浦区五浦汇B区崧子苑,36,青浦区,上海市
五浦汇c区顾会庭,五浦汇崧子苑,82,青浦区,上海市
北青公路9322弄,乐派人才公寓,936,青浦区,上海市
北青公路9322弄,普光路131弄小区,56,青浦区,上海市
北青公路9322弄,普光路130弄小区,128,青浦区,上海市
医院路21弄,保安新村,936,青浦区,上海市
医院路21弄,庆华新村,192,青浦区,上海市
医院路21弄,庆华一村,192,青浦区,上海市
医院路21弄,医院路21弄小区,42,青浦区,上海市
合生御廷园(公寓),合生御廷(别墅),113,青浦区,上海市
合生朗廷,合生朗廷园,139,青浦区,上海市
城中东路309号,环城新村,118,青浦区,上海市
城中东路309号,大盈公寓,193,青浦区,上海市
城中东路309号,教苑新村,82,青浦区,上海市
城中东路309号,章浜新村,57,青浦区,上海市
城中北路236弄,富兴雅苑,936,青浦区,上海市
塔湾新村(青浦),青松路447弄小区,56,青浦区,上海市
塔湾新村(青浦),塔湾新村,114,青浦区,上海市
安盛景园,安盛景园上海88区,184,青浦区,上海市
宝龙城市广场(青浦),青浦宝龙广场,44,青浦区,上海市
宝龙城市广场(青浦),宝龙城市广场,82,青浦区,上海市
富力桃园(公寓),富力桃园B区(别墅),138,青浦区,上海市
富力桃园(公寓),旭辉百合宫馆(别墅),195,青浦区,上海市
富绅商业中心,富绅中心空中公馆,102,青浦区,上海市
居礼苑(公寓),居礼苑,51,青浦区,上海市
居礼苑(别墅),居礼苑,51,青浦区,上海市
崧雅路77弄,龙湖紫都城(南区),46,青浦区,上海市
康虹花园(公寓),康虹花园,137,青浦区,上海市
康虹花园(别墅),康虹园,254,青浦区,上海市
新海小区(青浦),庆华新村,184,青浦区,上海市
新海小区(青浦),新海小区,0,青浦区,上海市
新海小区(青浦),庆华一村,184,青浦区,上海市
新海小区(青浦),巨浪新村,38,青浦区,上海市
新青浦世纪苑,新青浦世纪苑(南区),150,青浦区,上海市
新青浦世纪苑,新青浦世纪苑(北区),99,青浦区,上海市
新青浦花苑(公寓),新青浦花苑(二区),7,青浦区,上海市
新青浦花苑(别墅),华源别墅,64,青浦区,上海市
旭辉百合宫馆,富力桃园,0,青浦区,上海市
桂花园(青浦),桂花园,84,青浦区,上海市
水都南岸(一期),水都南岸MOMA洋房,29,青浦区,上海市
水都南岸(一期),途家斯诺登朱家角店,24,青浦区,上海市
沁风雅泾,沁风雅泾轩,11,青浦区,上海市
泰安公寓,泰安公寓一期至二期,6,青浦区,上海市
海上湾闻涧,海上湾华庭,193,青浦区,上海市
海上郡,海上湾华庭,225,青浦区,上海市
海天花园(公寓),招商虹桥华府,114,青浦区,上海市
海天花园(别墅),叠翠别墅,52,青浦区,上海市
海珀晶华(一期),海珀晶华,109,青浦区,上海市
环城东路188弄,东原大厦,158,青浦区,上海市
环城东路188弄,环城东路188弄小区,75,青浦区,上海市
盈浦新村,新城忆华里(一期),108,青浦区,上海市
盈湖三岛(公寓),盈港花园(别墅),85,青浦区,上海市
盈湖三岛(别墅),留水园,107,青浦区,上海市
秀涓路46弄,崧润路1029弄,29,青浦区,上海市
秀涓路46弄,崧泽华城观景雅苑,29,青浦区,上海市
绿中海明苑(公寓),绿中海明苑,202,青浦区,上海市
绿中海明苑(公寓),徐泾新区26号,936,青浦区,上海市
绿地启航城,启航城,84,青浦区,上海市
绿地海珀风华(公寓),龙湖滟澜山(公寓),193,青浦区,上海市
绿地海珀风华(别墅),龙湖滟澜山(公寓),192,青浦区,上海市
翠景苑(别墅),国家会展中心,56,青浦区,上海市
翠苑(别墅),中信泰富朱家角新城翠苑(别墅),158,青浦区,上海市
胜利路204弄,胜利路204弄小区,39,青浦区,上海市
臻水岸苑,臻水岸,52,青浦区,上海市
虹桥名墅,融信铂湾(别墅),101,青浦区,上海市
虹桥融景,新虹桥亚洲花园,106,青浦区,上海市
西部花苑,西部花苑二区绿谷馨都,144,青浦区,上海市
邱家港路18弄,尚都里,195,青浦区,上海市
